1218|DOMImplementationRegistry|class in org.w3c.dom.bootstrap|java.xml/org/w3c/dom/bootstrap/DOMImplementationRegistry.html|A factory that enables applications to obtain instances of DOMImplementation.
1219|DOMImplementationSource|interface in org.w3c.dom|java.xml/org/w3c/dom/DOMImplementationSource.html|This interface permits a DOM implementer to supply one or more implementations, based upon requested features and versions, as specified in DOM Features.
1220|DOMLocator|interface in javax.xml.transform.dom|java.xml/javax/xml/transform/dom/DOMLocator.html|Indicates the position of a node in a source DOM, intended primarily for error reporting.
1221|DOMLocator|interface in org.w3c.dom|java.xml/org/w3c/dom/DOMLocator.html|DOMLocator is an interface that describes a location (e.g.
1222|DOMResult|class in javax.xml.transform.dom|java.xml/javax/xml/transform/dom/DOMResult.html|Acts as a holder for a transformation result tree in the form of a Document Object Model (DOM) tree.
1223|DOMSignContext|class in javax.xml.crypto.dsig.dom|java.xml.crypto/javax/xml/crypto/dsig/dom/DOMSignContext.html|A DOM-specific XMLSignContext.
1224|DOMSource|class in javax.xml.transform.dom|java.xml/javax/xml/transform/dom/DOMSource.html|Acts as a holder for a transformation Source tree in the form of a Document Object Model (DOM) tree.
1225|DOMStringList|interface in org.w3c.dom|java.xml/org/w3c/dom/DOMStringList.html|The DOMStringList interface provides the abstraction of an ordered collection of DOMString values, without defining or constraining how this collection is implemented.
1226|DOMStructure|class in javax.xml.crypto.dom|java.xml.crypto/javax/xml/crypto/dom/DOMStructure.html|A DOM-specific XMLStructure.
1227|DOMURIReference|interface in javax.xml.crypto.dom|java.xml.crypto/javax/xml/crypto/dom/DOMURIReference.html|A DOM-specific URIReference.
1228|DOMValidateContext|class in javax.xml.crypto.dsig.dom|java.xml.crypto/javax/xml/crypto/dsig/dom/DOMValidateContext.html|A DOM-specific XMLValidateContext.
1229|DosFileAttributes|interface in java.nio.file.attribute|java.base/java/nio/file/attribute/DosFileAttributes.html|File attributes associated with a file in a file system that supports legacy "DOS" attributes.
1230|DosFileAttributeView|interface in java.nio.file.attribute|java.base/java/nio/file/attribute/DosFileAttributeView.html|A file attribute view that provides a view of the legacy "DOS" file attributes.
1231|Double|class in java.lang|java.base/java/lang/Double.html|The Double class is the wrapper class for values of the primitive type double.
1232|DoubleAccumulator|class in java.util.concurrent.atomic|java.base/java/util/concurrent/atomic/DoubleAccumulator.html|One or more variables that together maintain a running double value updated using a supplied function.
1233|DoubleAdder|class in java.util.concurrent.atomic|java.base/java/util/concurrent/atomic/DoubleAdder.html|One or more variables that together maintain an initially zero double sum.
1234|DoubleBinaryOperator|interface in java.util.function|java.base/java/util/function/DoubleBinaryOperator.html|Represents an operation upon two double-valued operands and producing a double-valued result.
1235|DoubleBuffer|class in java.nio|java.base/java/nio/DoubleBuffer.html|A double buffer.
1236|DoubleConsumer|interface in java.util.function|java.base/java/util/function/DoubleConsumer.html|Represents an operation that accepts a single double-valued argument and returns no result.
1237|DoubleEntry|interface in java.lang.classfile.constantpool|java.base/java/lang/classfile/constantpool/DoubleEntry.html|Models a CONSTANT_Double_info structure, representing a double constant, in the constant pool of a class file.
1238|DoubleFunction<R>|interface in java.util.function|java.base/java/util/function/DoubleFunction.html|Represents a function that accepts a double-valued argument and produces a result.
1239|DoublePredicate|interface in java.util.function|java.base/java/util/function/DoublePredicate.html|Represents a predicate (boolean-valued function) of one double-valued argument.
1240|DoubleStream|interface in java.util.stream|java.base/java/util/stream/DoubleStream.html|A sequence of primitive double-valued elements supporting sequential and parallel aggregate operations.
1241|DoubleStream.Builder|interface in java.util.stream|java.base/java/util/stream/DoubleStream.Builder.html|A mutable builder for a DoubleStream.
1242|DoubleStream.DoubleMapMultiConsumer|interface in java.util.stream|java.base/java/util/stream/DoubleStream.DoubleMapMultiConsumer.html|Represents an operation that accepts a double-valued argument and a DoubleConsumer, and returns no result.
1243|DoubleSummaryStatistics|class in java.util|java.base/java/util/DoubleSummaryStatistics.html|A state object for collecting statistics such as count, min, max, sum, and average.
1244|DoubleSupplier|interface in java.util.function|java.base/java/util/function/DoubleSupplier.html|Represents a supplier of double-valued results.
1245|DoubleToIntFunction|interface in java.util.function|java.base/java/util/function/DoubleToIntFunction.html|Represents a function that accepts a double-valued argument and produces an int-valued result.
1246|DoubleToLongFunction|interface in java.util.function|java.base/java/util/function/DoubleToLongFunction.html|Represents a function that accepts a double-valued argument and produces a long-valued result.
1247|DoubleType|interface in com.sun.jdi|jdk.jdi/com/sun/jdi/DoubleType.html|The type of all primitive double values accessed in the target VM.
1248|DoubleUnaryOperator|interface in java.util.function|java.base/java/util/function/DoubleUnaryOperator.html|Represents an operation on a single double-valued operand that produces a double-valued result.
1249|DoubleValue|interface in com.sun.jdi|jdk.jdi/com/sun/jdi/DoubleValue.html|Provides access to a primitive double value in the target VM.
1250|DoubleVector|class in jdk.incubator.vector|jdk.incubator.vector/jdk/incubator/vector/DoubleVector.html|A specialized Vector representing an ordered immutable sequence of double values.
1251|DoWhileLoopTree|interface in com.sun.source.tree|jdk.compiler/com/sun/source/tree/DoWhileLoopTree.html|A tree node for a do statement.
1252|DragGestureEvent|class in java.awt.dnd|java.desktop/java/awt/dnd/DragGestureEvent.html|A DragGestureEvent is passed to DragGestureListener's dragGestureRecognized() method when a particular DragGestureRecognizer detects that a platform dependent drag initiating gesture has occurred on the Component that it is tracking.
1253|DragGestureListener|interface in java.awt.dnd|java.desktop/java/awt/dnd/DragGestureListener.html|The listener interface for receiving drag gesture events.
1254|DragGestureRecognizer|class in java.awt.dnd|java.desktop/java/awt/dnd/DragGestureRecognizer.html|The DragGestureRecognizer is an abstract base class for the specification of a platform-dependent listener that can be associated with a particular Component in order to identify platform-dependent drag initiating gestures.
1255|DragSource|class in java.awt.dnd|java.desktop/java/awt/dnd/DragSource.html|The DragSource is the entity responsible for the initiation of the Drag and Drop operation, and may be used in a number of scenarios: 1 default instance per JVM for the lifetime of that JVM.
1256|DragSourceAdapter|class in java.awt.dnd|java.desktop/java/awt/dnd/DragSourceAdapter.html|An abstract adapter class for receiving drag source events.
1257|DragSourceContext|class in java.awt.dnd|java.desktop/java/awt/dnd/DragSourceContext.html|The DragSourceContext class is responsible for managing the initiator side of the Drag and Drop protocol.
1258|DragSourceDragEvent|class in java.awt.dnd|java.desktop/java/awt/dnd/DragSourceDragEvent.html|The DragSourceDragEvent is delivered from the DragSourceContextPeer, via the DragSourceContext, to the DragSourceListener registered with that DragSourceContext and with its associated DragSource.
1259|DragSourceDropEvent|class in java.awt.dnd|java.desktop/java/awt/dnd/DragSourceDropEvent.html|The DragSourceDropEvent is delivered from the DragSourceContextPeer, via the DragSourceContext, to the dragDropEnd method of DragSourceListeners registered with that DragSourceContext and with its associated DragSource.
1260|DragSourceEvent|class in java.awt.dnd|java.desktop/java/awt/dnd/DragSourceEvent.html|This class is the base class for DragSourceDragEvent and DragSourceDropEvent.
1261|DragSourceListener|interface in java.awt.dnd|java.desktop/java/awt/dnd/DragSourceListener.html|The DragSourceListener defines the event interface for originators of Drag and Drop operations to track the state of the user's gesture, and to provide appropriate "drag over" feedback to the user throughout the Drag and Drop operation.
1262|DragSourceMotionListener|interface in java.awt.dnd|java.desktop/java/awt/dnd/DragSourceMotionListener.html|A listener interface for receiving mouse motion events during a drag operation.
1263|DrbgParameters|class in java.security|java.base/java/security/DrbgParameters.html|This class specifies the parameters used by a DRBG (Deterministic Random Bit Generator).
1264|DrbgParameters.Capability|enum class in java.security|java.base/java/security/DrbgParameters.Capability.html|The reseedable and prediction resistance capabilities of a DRBG.
1265|DrbgParameters.Instantiation|class in java.security|java.base/java/security/DrbgParameters.Instantiation.html|DRBG parameters for instantiation.
1266|DrbgParameters.NextBytes|class in java.security|java.base/java/security/DrbgParameters.NextBytes.html|DRBG parameters for random bits generation.
1267|DrbgParameters.Reseed|class in java.security|java.base/java/security/DrbgParameters.Reseed.html|DRBG parameters for reseed.
1268|Driver|interface in java.sql|java.sql/java/sql/Driver.html|The interface that every driver class must implement.
1269|DriverAction|interface in java.sql|java.sql/java/sql/DriverAction.html|An interface that must be implemented when a Driver wants to be notified by DriverManager.
1270|DriverManager|class in java.sql|java.sql/java/sql/DriverManager.html|The basic service for managing a set of JDBC drivers.
1271|DriverPropertyInfo|class in java.sql|java.sql/java/sql/DriverPropertyInfo.html|Driver properties for making a connection.
1272|DropMode|enum class in javax.swing|java.desktop/javax/swing/DropMode.html|Drop modes, used to determine the method by which a component tracks and indicates a drop location during drag and drop.
1273|DropTarget|class in java.awt.dnd|java.desktop/java/awt/dnd/DropTarget.html|The DropTarget is associated with a Component when that Component wishes to accept drops during Drag and Drop operations.
1274|DropTarget.DropTargetAutoScroller|class in java.awt.dnd|java.desktop/java/awt/dnd/DropTarget.DropTargetAutoScroller.html|this protected nested class implements autoscrolling
